Gender,Age,HeadCircumference,ShoulderWidth,ChestWidth,Belly,Waist,Hips,ArmLength,ShoulderToWaist,WaistToKnee,LegLength,TotalHeight
1.0,21.4,18.0,15.0,22.0,21.0,22.0,20.0,19.3,13.0,17.3,16.0,20
1.0,21.4,18.0,15.0,20.0,20.0,22.0,20.0,19.3,12.0,17.3,15.0,24
2.0,21.4,12.0,15.0,16.0,13.0,12.0,14.0,10.0,10.0,17.3,13.0,25
2.0,21.4,20.0,10.0,20.0,21.0,23.0,21.0,11.0,10.0,17.3,17.0,19
2.0,21.4,22.0,11.0,22.0,20.0,21.0,22.0,19.3,14.0,13.0,23.0,27
1.0,21.4,20.0,14.0,18.0,17.0,16.0,18.0,18.0,20.0,12.0,26.0,43
2.0,21.4,22.0,15.0,19.0,18.0,19.0,15.0,20.0,20.0,13.0,28.0,51
2.0,21.4,24.0,16.0,19.0,20.0,20.0,22.0,20.0,21.0,14.0,29.0,56
1.0,21.4,24.0,15.0,20.0,22.0,21.0,20.0,21.0,22.0,16.0,30.0,61
1.0,21.4,24.0,16.0,22.0,20.0,23.0,22.0,22.0,22.0,17.0,30.0,61
2.0,10.0,22.0,13.0,26.0,23.0,27.0,26.0,20.0,16.0,19.0,31.0,71
1.0,11.0,24.0,16.0,28.0,24.0,24.0,25.0,23.0,28.0,21.0,38.0,72
2.0,12.0,25.0,15.0,17.0,25.0,24.0,26.0,22.0,26.0,20.0,37.0,71
2.0,13.0,25.0,16.0,27.0,25.0,24.0,28.0,24.0,26.0,20.0,38.0,73
1.0,15.0,26.0,17.0,28.0,24.0,24.0,25.0,23.0,25.0,21.0,39.0,78
1.0,17.0,28.0,18.0,29.0,28.0,27.0,28.0,25.0,27.0,24.0,40.0,79
2.0,17.0,26.0,18.0,29.0,28.0,28.0,29.0,26.0,30.0,25.0,40.0,79
1.0,18.0,26.0,19.0,28.0,28.0,27.0,28.0,29.0,29.0,27.0,41.0,80
2.0,18.0,28.0,19.0,28.0,28.0,27.0,28.0,29.0,29.0,27.0,41.0,82
1.0,20.0,29.0,19.0,28.0,26.0,28.0,28.0,29.0,28.0,28.0,40.0,82
2.0,20.0,28.0,19.0,29.0,27.0,27.0,28.0,27.0,26.0,28.0,41.0,87
1.0,21.0,26.0,17.0,38.0,27.0,28.0,27.0,27.0,26.0,25.0,40.0,85
2.0,21.0,25.0,18.0,32.0,28.0,31.0,31.0,28.0,27.0,26.0,41.0,86
1.0,21.0,26.0,20.0,31.0,30.0,32.0,26.0,29.0,28.0,29.0,42.0,89
1.0,21.4,11.0,15.0,15.0,13.0,12.0,14.0,19.3,18.1,17.3,13.0,20
2.0,21.4,11.0,15.0,16.0,13.0,13.0,15.0,19.3,18.1,17.3,13.0,21
1.0,21.4,12.0,15.0,17.0,12.0,13.0,15.0,10.0,18.1,17.3,13.0,22
1.0,21.4,13.0,15.0,17.0,13.0,14.0,16.0,10.0,18.1,17.3,14.0,23
2.0,21.4,14.0,15.0,18.0,14.0,14.0,17.0,10.0,18.1,17.3,15.0,24
2.0,21.4,20.0,14.0,19.0,17.0,16.0,18.0,18.0,20.0,12.0,26.0,43
1.0,21.4,21.0,15.0,20.0,18.0,16.0,18.0,18.0,21.0,12.0,27.0,44
1.0,21.4,22.0,15.0,20.0,19.0,18.0,20.0,19.0,22.0,12.0,26.0,45
1.0,10.0,22.0,12.0,25.0,22.0,26.0,24.0,19.3,15.0,17.3,32.0,51
2.0,10.0,22.0,12.0,25.0,23.0,27.0,26.0,19.3,16.0,14.0,32.0,52
2.0,10.0,20.0,13.0,26.0,23.0,26.0,27.0,10.0,19.0,19.0,31.0,52
1.0,21.4,21.0,14.0,26.0,21.0,23.0,29.0,11.0,18.0,18.0,32.0,53
1.0,11.0,23.0,15.0,26.0,21.0,20.0,22.0,13.0,19.0,19.0,32.0,54
2.0,11.0,24.0,16.0,27.0,24.0,23.0,24.0,17.0,19.0,20.0,33.0,55
1.0,11.0,24.0,16.0,28.0,27.0,26.0,28.0,19.0,20.0,21.0,34.0,56
1.0,12.0,26.0,17.0,28.0,26.0,25.0,27.0,20.0,21.0,22.0,36.0,57
1.0,12.0,26.0,16.0,27.0,28.0,25.0,28.0,21.0,22.0,24.0,28.0,59
2.0,12.0,26.0,18.0,28.0,28.0,25.0,27.0,21.0,22.0,25.0,39.0,59
1.0,13.0,28.0,18.0,27.0,22.0,25.0,27.0,21.0,23.0,26.0,40.0,62
1.0,14.0,26.0,18.0,28.0,23.0,25.0,27.0,21.0,23.0,26.0,40.0,63
2.0,19.0,26.0,18.0,30.0,25.0,26.0,29.0,28.0,26.0,28.0,41.0,65
1.0,17.0,27.0,18.0,30.0,26.0,26.0,29.0,29.0,26.0,28.0,41.0,56
1.0,19.0,28.0,26.0,31.0,28.0,28.0,29.0,30.0,26.0,29.0,42.0,68
2.0,18.0,29.0,19.0,32.0,28.0,27.0,29.0,31.0,26.0,30.0,42.0,67
1.0,19.0,29.0,20.0,31.0,26.0,26.0,29.0,30.0,27.0,30.0,42.0,69
1.0,19.0,28.0,18.0,28.0,23.0,25.0,27.0,21.0,26.0,29.0,40.0,68
2.0,20.0,26.0,17.0,28.0,21.0,26.0,28.0,27.0,26.0,29.0,40.0,69
1.0,20.0,28.0,18.0,28.0,22.0,25.0,26.0,25.0,27.0,28.0,21.0,68
1.0,22.0,26.0,20.0,27.0,28.0,26.0,28.0,27.0,28.0,28.0,42.0,72
1.0,21.4,18.0,15.0,15.2,19.0,18.0,20.0,19.3,10.0,17.3,14.0,31
2.0,21.4,19.0,15.0,15.2,20.0,19.0,21.0,20.0,11.0,17.3,16.0,35
1.0,21.4,11.0,15.0,11.0,19.0,12.0,11.0,16.0,10.0,17.3,18.0,32
2.0,21.4,18.0,15.0,10.0,21.0,16.0,10.0,20.0,12.0,10.0,20.0,35
2.0,21.4,20.0,10.0,10.0,20.0,20.0,20.0,13.0,13.0,11.0,22.0,38
1.0,21.4,19.0,10.0,10.0,20.0,20.0,20.0,13.0,13.0,10.0,11.0,38
2.0,21.4,20.0,11.0,11.0,22.0,22.0,22.0,16.0,12.0,12.0,22.0,39
1.0,21.4,20.0,11.0,10.0,20.0,20.0,21.0,18.0,10.0,12.0,19.0,37
1.0,21.4,20.0,11.0,11.0,22.0,22.0,22.0,16.0,12.0,12.0,22.0,39
1.0,21.4,20.0,10.0,15.2,22.0,23.0,24.0,14.0,15.0,11.0,22.0,42
1.0,21.4,21.0,15.0,15.2,20.0,20.0,20.0,14.0,11.0,17.3,17.0,37
2.0,21.4,21.0,10.0,15.2,19.0,20.0,19.0,12.0,19.0,17.3,17.0,38
2.0,21.4,20.0,15.0,10.0,22.0,21.0,20.0,12.0,18.0,12.0,18.0,39
1.0,21.4,18.0,18.0,15.2,19.0,12.0,19.7,14.0,11.0,13.0,21.0,42
2.0,11.0,19.0,13.0,11.0,20.0,22.0,11.0,18.0,14.0,17.3,32.0,50
1.0,12.0,21.0,11.0,15.2,20.0,22.0,10.0,17.0,19.0,19.0,32.0,50
2.0,15.0,22.0,17.0,15.0,37.0,38.0,42.0,19.0,22.0,18.0,35.0,59
1.0,18.0,20.0,19.0,17.0,44.0,42.0,46.0,28.0,19.0,26.0,37.0,66
1.0,14.0,22.0,14.0,16.0,34.0,20.0,38.0,24.0,19.0,19.0,35.0,64
2.0,20.0,21.0,18.0,19.0,34.0,37.0,39.0,22.0,17.0,15.0,33.0,59
1.0,29.0,23.0,21.0,19.0,42.0,38.0,44.0,28.0,22.0,18.0,37.0,66
1.0,37.0,22.0,17.0,14.0,33.0,33.0,37.0,25.0,24.0,23.0,41.0,68
2.0,49.0,24.0,19.0,17.0,46.0,48.0,63.0,20.0,24.0,15.0,34.0,60
2.0,52.0,22.0,16.0,17.0,41.0,14.0,45.0,19.0,16.0,17.0,33.0,60
2.0,23.0,22.0,18.0,16.0,45.0,47.0,62.0,19.0,21.0,17.0,33.0,62
1.0,40.0,22.0,18.0,14.0,45.0,45.0,46.0,25.0,27.0,22.0,39.0,70
1.0,51.0,23.0,19.0,15.0,37.0,36.0,39.0,24.0,22.0,20.0,36.0,65
1.0,65.0,22.0,18.0,16.0,36.0,39.0,41.0,24.0,31.0,25.0,39.0,68
1.0,62.0,24.0,21.0,20.0,47.0,45.0,44.0,23.0,30.0,23.0,38.0,67
1.0,65.0,22.0,18.0,16.0,36.0,39.0,41.0,24.0,31.0,25.0,39.0,68
1.0,46.0,22.0,21.0,18.0,45.0,43.0,45.0,22.0,32.0,23.0,36.0,64
1.0,65.0,23.0,17.0,16.0,40.0,39.0,40.0,25.0,30.0,24.0,37.0,64
1.0,44.0,25.0,19.0,17.0,42.0,44.0,44.0,24.0,26.0,27.0,40.0,69
1.0,40.0,22.0,18.0,14.0,45.0,45.0,46.0,25.0,27.0,22.0,39.0,70
1.0,68.0,21.0,18.0,17.0,36.0,37.0,37.0,23.0,23.0,19.0,36.0,64
1.0,44.0,23.0,19.0,17.0,43.0,44.0,45.0,24.0,31.0,24.0,36.0,67
1.0,37.0,22.0,17.0,15.0,33.0,33.0,37.0,25.0,24.0,23.0,41.0,68
1.0,51.0,23.0,19.0,15.0,37.0,36.0,39.0,24.0,22.0,20.0,36.0,65
1.0,39.0,22.0,17.0,16.0,35.0,36.0,37.0,25.0,22.0,23.0,36.0,67
1.0,51.0,22.0,18.0,19.0,32.0,35.0,39.0,22.0,27.0,24.0,38.0,68
1.0,29.0,23.0,21.0,17.0,42.0,38.0,44.0,28.0,22.0,18.0,37.0,66
1.0,18.0,20.0,19.0,16.0,44.0,42.0,46.0,28.0,19.0,20.0,38.0,64
2.0,18.0,21.0,15.0,15.0,35.0,38.0,40.0,22.0,18.0,19.0,34.0,60
2.0,16.0,22.0,18.0,20.0,31.0,32.0,32.0,21.0,18.0,19.0,35.0,61
2.0,18.0,23.0,19.0,23.0,32.0,37.0,40.0,23.0,19.0,22.0,37.0,59
2.0,24.0,23.0,16.0,17.0,40.0,41.0,45.0,21.0,22.0,21.0,37.0,65
2.0,52.0,22.0,16.0,15.2,41.0,41.0,45.0,19.0,16.0,17.0,33.0,60
2.0,21.4,19.0,15.0,16.0,20.0,18.0,21.0,19.0,11.0,17.3,16.0,35
1.0,14.0,22.0,18.0,17.0,37.0,20.0,38.0,24.0,17.0,19.0,35.0,64
2.0,49.0,24.0,19.0,15.0,46.0,48.0,63.0,20.0,22.0,15.0,34.0,60
2.0,15.0,22.0,17.0,10.0,37.0,38.0,42.0,19.0,21.0,18.0,35.0,59
1.0,21.4,21.0,11.0,15.2,23.0,24.0,26.0,16.0,17.0,12.0,26.0,49
1.0,21.4,20.0,10.0,15.2,22.0,23.0,24.0,14.0,15.0,11.0,22.0,42
1.0,21.4,18.0,15.0,16.0,19.0,18.0,20.0,19.3,10.0,17.3,13.0,31
2.0,28.0,22.0,18.0,16.0,45.0,47.0,62.0,19.0,21.0,17.0,33.0,62
2.0,21.0,22.0,18.0,19.0,43.0,45.0,59.0,19.0,20.0,16.0,33.0,60
2.0,20.0,21.0,18.0,19.0,34.0,37.0,39.0,22.0,17.0,15.0,33.0,59
1.0,10.0,20.0,14.0,12.0,24.0,25.0,12.0,19.0,14.0,14.0,30.0,52
1.0,21.4,19.0,11.0,15.2,13.0,22.0,19.7,15.0,13.0,13.0,20.0,45
1.0,21.4,20.0,12.0,10.0,22.0,22.0,11.0,16.0,14.0,12.0,26.0,47
1.0,21.4,21.0,15.0,15.2,20.0,20.0,10.0,14.0,11.0,17.3,17.0,37
1.0,21.4,20.0,12.0,15.2,11.0,23.0,19.7,14.0,17.0,23.0,20.0,41
1.0,12.0,21.0,11.0,15.2,10.0,22.0,10.0,17.0,19.0,29.0,22.0,50
1.0,10.0,21.0,12.0,15.2,10.0,22.0,12.0,15.0,18.0,24.0,25.0,44
1.0,21.4,21.0,11.0,15.2,11.0,22.0,11.0,13.0,11.0,17.3,21.0,46
1.0,21.4,20.0,12.0,15.2,10.0,23.0,10.0,12.0,17.0,12.0,22.0,45
1.0,21.4,21.0,13.0,11.0,10.0,21.0,10.0,13.0,17.0,12.0,22.0,45
1.0,21.4,20.0,11.0,10.0,23.0,24.0,11.0,18.0,13.0,13.0,28.0,50
1.0,21.4,20.0,15.0,15.2,20.0,20.0,10.0,14.0,11.0,17.3,17.0,37
1.0,21.4,20.0,10.0,15.2,20.0,20.0,10.0,14.0,11.0,17.3,17.0,36
1.0,21.4,21.0,10.0,15.2,20.0,21.0,10.0,13.0,12.0,17.3,18.0,37
2.0,21.4,21.0,15.0,10.0,19.0,20.0,19.7,12.0,19.0,17.3,17.0,38
2.0,21.4,20.0,15.0,10.0,22.0,21.0,10.0,12.0,18.0,12.0,18.0,39
2.0,21.4,19.0,15.0,15.2,20.0,20.0,11.0,13.0,12.0,17.3,19.0,37
2.0,21.4,20.0,15.0,10.0,20.0,20.0,10.0,14.0,11.0,17.3,17.0,36
2.0,21.4,20.0,14.0,12.0,21.0,22.0,11.0,13.0,12.0,17.3,16.0,37
2.0,21.4,20.0,13.0,13.0,24.0,25.0,12.0,19.0,14.0,14.0,30.0,50
2.0,21.4,21.0,15.0,15.2,20.0,22.0,12.0,20.0,13.0,17.3,31.0,51
2.0,21.4,20.0,15.0,15.2,20.0,20.0,10.0,14.0,11.0,17.3,17.0,37
2.0,21.4,20.0,11.0,13.0,21.0,20.0,19.7,13.0,12.0,17.3,18.0,37
2.0,10.0,22.0,14.0,12.0,24.0,24.0,13.0,18.0,14.0,14.0,35.0,50
2.0,12.0,19.0,14.0,11.0,23.0,21.0,11.0,19.0,13.0,14.0,31.0,51
2.0,11.0,19.0,13.0,12.0,20.0,22.0,11.0,18.0,14.0,17.3,32.0,50
2.0,10.0,20.0,13.0,11.0,21.0,20.0,10.0,19.0,13.0,17.3,35.0,55
2.0,21.4,19.0,14.0,11.0,20.0,22.0,10.0,19.0,18.0,17.3,30.0,36
1.0,10.0,19.0,19.0,11.0,21.0,13.0,10.0,15.0,12.0,14.0,22.0,43
1.0,11.0,19.0,19.0,10.0,11.0,12.0,12.0,17.0,19.0,15.0,25.0,43
1.0,13.0,20.0,20.0,13.0,22.0,12.0,11.0,19.0,22.0,18.0,29.0,47
1.0,12.0,20.0,19.0,13.0,21.0,12.0,11.0,19.0,21.0,18.0,29.0,46
1.0,14.0,21.0,20.0,15.0,22.0,13.0,13.0,21.0,23.0,19.0,30.0,48
1.0,14.0,21.0,19.0,14.0,21.0,12.0,11.0,20.0,21.0,18.0,31.0,49
1.0,15.0,22.0,19.0,13.0,20.0,11.0,10.0,19.0,20.0,17.0,17.0,46
1.0,10.0,19.0,19.0,11.0,21.0,13.0,11.0,16.0,12.0,14.0,22.0,43
2.0,10.0,19.0,18.0,12.0,22.0,12.0,12.0,15.0,12.0,14.0,21.0,43
1.0,21.4,18.0,18.0,15.2,19.0,12.0,19.7,14.0,11.0,13.0,21.0,42
1.0,21.4,19.0,19.0,10.0,20.0,13.0,10.0,15.0,12.0,14.0,22.0,43
2.0,21.4,22.0,15.0,10.0,18.0,21.0,22.0,14.0,11.0,23.0,24.0,39
1.0,10.0,20.0,14.0,11.0,24.0,25.0,27.0,20.0,18.0,16.0,28.0,28
1.0,21.4,19.0,13.0,11.0,21.0,22.0,24.0,17.0,15.0,19.0,21.0,43
2.0,21.4,20.0,13.0,10.0,20.0,25.0,24.0,16.0,23.0,18.0,21.0,41
2.0,21.4,20.0,13.0,10.0,22.0,23.0,24.0,18.0,19.0,17.0,25.0,44
2.0,21.4,19.0,13.0,15.2,29.0,23.0,25.0,18.0,16.0,17.0,24.0,44
1.0,21.4,20.0,13.0,11.0,24.0,24.0,25.0,18.0,15.0,17.0,26.0,47
1.0,21.4,21.0,13.0,11.0,23.0,26.0,25.0,18.0,16.0,17.0,26.0,46
1.0,21.4,18.0,11.0,15.2,20.0,12.0,24.0,17.0,15.0,16.0,23.0,44
2.0,10.0,20.0,14.0,10.0,26.0,26.0,28.0,18.0,16.0,16.0,28.0,48
2.0,21.4,22.0,12.0,15.2,20.0,23.0,23.0,18.0,13.0,17.0,23.0,44
2.0,10.0,24.0,13.0,10.0,25.0,27.0,26.0,20.0,16.0,15.0,26.0,47
2.0,21.4,21.0,11.0,10.0,22.0,23.0,26.0,17.0,15.0,15.0,27.0,48
2.0,13.0,22.0,14.0,14.0,24.0,27.0,28.0,23.0,22.0,19.0,33.0,54
2.0,11.0,20.0,13.0,11.0,22.0,23.0,23.0,27.0,23.0,16.0,17.0,52
2.0,13.0,22.0,14.0,14.0,24.0,27.0,28.0,23.0,22.0,19.0,32.0,54
2.0,11.0,21.0,13.0,12.0,23.0,25.0,26.0,17.0,17.0,19.0,29.0,51
1.0,21.4,19.0,10.0,10.0,20.0,20.0,20.0,13.0,13.0,10.0,22.0,38
1.0,11.0,21.0,14.0,12.0,22.0,24.0,25.0,18.0,17.0,28.0,28.0,45
2.0,12.0,21.0,15.0,12.0,24.0,26.0,28.0,18.0,17.0,15.0,28.0,44
2.0,21.4,20.0,10.0,10.0,20.0,20.0,20.0,13.0,13.0,10.0,22.0,38
1.0,11.0,20.0,13.0,11.0,22.0,23.0,23.0,27.0,22.0,16.0,17.0,52
2.0,21.4,20.0,14.0,12.0,24.0,26.0,11.0,17.0,16.0,16.0,26.0,48
1.0,15.0,22.0,14.0,14.0,27.0,28.0,23.0,22.0,19.0,23.0,13.0,54
1.0,21.4,22.0,15.0,10.0,18.0,21.0,22.0,14.0,11.0,23.0,24.0,39
2.0,10.0,24.0,13.0,10.0,25.0,27.0,26.0,20.0,16.0,15.0,26.0,47
2.0,10.0,20.0,14.0,11.0,21.0,23.0,11.0,17.0,19.0,15.0,25.0,46
2.0,21.4,20.0,13.0,10.0,20.0,25.0,24.0,16.0,23.0,18.0,21.0,44
1.0,11.0,20.0,12.0,13.0,24.0,25.0,27.0,24.0,16.0,18.0,31.0,43
2.0,21.4,20.0,10.0,13.0,22.0,10.0,12.0,23.0,15.0,13.0,26.0,45
1.0,21.4,19.0,15.0,11.0,20.0,11.0,13.0,18.0,12.0,12.0,22.0,41
1.0,21.4,21.0,10.0,12.0,22.0,20.0,12.0,19.0,13.0,12.0,23.0,43
1.0,21.4,16.0,10.0,11.0,20.0,10.0,14.0,20.0,11.0,13.0,25.0,43
2.0,21.4,19.0,10.0,13.0,21.0,11.0,11.0,16.0,13.0,13.0,23.0,43
1.0,21.4,20.0,10.0,12.0,19.0,20.0,11.0,19.0,13.0,13.0,25.0,45
2.0,21.4,20.0,10.0,13.0,19.0,10.0,14.0,19.0,11.0,12.0,25.0,42
1.0,10.0,20.0,12.0,17.0,23.0,11.0,14.0,23.0,14.0,15.0,29.0,51
1.0,21.4,21.0,10.0,12.0,21.0,12.0,13.0,21.0,13.0,14.0,26.0,46
2.0,21.4,20.0,11.0,12.0,20.0,10.0,14.0,21.0,11.0,14.0,28.0,48
1.0,12.0,20.0,12.0,12.0,21.0,12.0,13.0,24.0,13.0,15.0,28.0,49
1.0,21.4,20.0,10.0,13.0,21.0,12.0,13.0,20.0,12.0,13.0,24.0,44
1.0,21.4,21.0,11.0,13.0,22.0,12.0,11.0,21.0,12.0,12.0,24.0,44
1.0,21.4,20.0,10.0,12.0,19.0,10.0,11.0,18.0,13.0,12.0,24.0,43
1.0,21.4,20.0,15.0,12.0,19.0,10.0,12.0,18.0,12.0,19.0,20.0,39
1.0,21.4,19.0,15.0,11.0,20.0,11.0,10.0,17.0,12.0,11.0,22.0,39
2.0,12.0,18.0,15.0,10.0,17.0,20.0,19.7,12.0,18.1,10.0,20.0,35
2.0,21.4,20.0,15.0,11.0,21.0,11.0,14.0,20.0,12.0,13.0,24.0,44
1.0,10.0,20.0,12.0,17.0,23.0,11.0,17.0,23.0,14.0,15.0,29.0,42
1.0,21.4,19.0,15.0,11.0,20.0,11.0,15.0,12.0,18.1,22.0,24.0,45
2.0,10.0,20.0,11.0,15.0,21.0,12.0,13.0,22.0,13.0,15.0,28.0,48
2.0,12.0,20.0,10.0,14.0,21.0,12.0,25.0,22.0,14.0,14.0,27.0,47
2.0,13.0,20.0,11.0,16.0,21.0,14.0,14.0,22.0,14.0,15.0,30.0,52
2.0,12.0,19.0,10.0,14.0,21.0,11.0,14.0,17.0,13.0,14.0,27.0,46
2.0,21.4,21.0,11.0,12.0,21.0,12.0,11.0,22.0,13.0,14.0,26.0,46
2.0,21.4,19.0,10.0,12.0,20.0,10.0,10.0,21.0,12.0,11.0,22.0,38
1.0,21.4,19.0,15.0,11.0,19.0,20.0,13.0,18.0,10.0,17.3,18.0,32
2.0,13.0,20.0,12.0,14.0,23.0,13.0,15.0,16.0,13.0,16.0,30.0,51
2.0,13.0,20.0,14.0,15.0,24.0,12.0,15.0,25.0,13.0,17.0,31.0,51
2.0,18.0,20.0,14.0,13.0,24.0,26.0,11.0,17.0,16.0,16.0,26.0,48
1.0,11.0,20.0,14.0,13.0,23.0,23.0,13.0,17.0,19.0,17.0,26.0,33
1.0,21.4,20.0,13.0,11.0,21.0,22.0,11.0,17.0,16.0,15.0,25.0,46
2.0,10.0,24.0,12.0,13.0,23.0,24.0,24.0,22.0,19.0,17.0,30.0,49
2.0,10.0,20.0,14.0,11.0,21.0,23.0,11.0,17.0,22.0,15.0,25.0,46
2.0,13.0,22.0,14.0,14.0,24.0,27.0,28.0,23.0,18.0,19.0,33.0,54
1.0,10.0,24.0,12.0,13.0,23.0,24.0,24.0,22.0,23.0,17.0,30.0,49
2.0,21.4,20.0,13.0,10.0,20.0,25.0,24.0,16.0,17.0,18.0,21.0,44
2.0,11.0,21.0,13.0,12.0,23.0,25.0,26.0,17.0,16.0,19.0,29.0,51
2.0,18.0,20.0,14.0,13.0,24.0,26.0,11.0,17.0,16.0,16.0,26.0,48
2.0,21.4,13.0,13.0,11.0,21.0,22.0,11.0,17.0,13.0,15.0,25.0,46
2.0,21.4,20.0,10.0,10.0,20.0,20.0,20.0,13.0,20.0,10.0,22.0,38
2.0,10.0,20.0,14.0,11.0,21.0,23.0,27.0,26.0,16.0,16.0,15.0,48
1.0,11.0,20.0,13.0,22.0,23.0,23.0,27.0,23.0,19.0,15.0,22.0,38
2.0,10.0,20.0,14.0,11.0,21.0,25.0,11.0,17.0,17.0,15.0,25.0,46
2.0,11.0,21.0,13.0,12.0,23.0,25.0,26.0,17.0,23.0,19.0,29.0,51
2.0,21.4,20.0,13.0,10.0,20.0,18.0,24.0,16.0,14.0,18.0,21.0,44
1.0,21.4,22.0,15.0,10.0,10.0,23.0,21.0,22.0,19.0,11.0,23.0,39
1.0,10.0,20.0,14.0,11.0,21.0,18.0,11.0,17.0,13.0,15.0,25.0,46
1.0,21.4,19.0,19.0,10.0,20.0,24.0,20.0,13.0,16.0,16.0,22.0,38
2.0,10.0,24.0,12.0,13.0,23.0,27.0,22.0,18.0,22.0,17.0,20.0,49
2.0,13.0,22.0,14.0,14.0,24.0,25.0,28.0,23.0,14.0,19.0,33.0,54
1.0,21.4,20.0,11.0,10.0,21.0,21.0,25.0,17.0,19.0,16.0,29.0,26
1.0,21.4,21.0,12.0,11.0,21.0,22.0,24.0,17.0,16.0,18.0,26.0,47
2.0,21.4,20.0,13.0,11.0,21.0,12.0,11.0,17.0,15.0,15.0,25.0,46
1.0,21.4,18.0,11.0,11.0,20.0,27.0,24.0,17.0,22.0,16.0,23.0,44
2.0,13.0,22.0,14.0,19.0,24.0,25.0,28.0,23.0,16.0,19.0,33.0,54
1.0,11.0,20.0,12.0,14.0,24.0,23.0,27.0,24.0,16.0,18.0,31.0,53
2.0,11.0,20.0,13.0,13.0,22.0,23.0,27.0,23.0,16.0,17.0,32.0,52
2.0,21.4,18.0,14.0,11.0,20.0,23.0,23.0,13.0,21.0,25.0,23.0,49
2.0,11.0,20.0,14.0,12.0,22.0,24.0,24.0,10.0,20.0,24.0,23.0,38
2.0,10.0,21.0,13.0,13.0,21.0,22.0,24.0,22.0,19.0,15.0,25.0,46
2.0,21.4,21.0,19.0,12.0,21.0,21.0,23.0,13.0,21.0,25.0,23.0,49
2.0,21.4,21.0,11.0,15.0,20.0,23.0,26.0,17.0,15.0,15.0,27.0,48
2.0,21.4,19.0,10.0,10.0,20.0,20.0,20.0,13.0,13.0,10.0,22.0,38
2.0,21.4,20.0,13.0,11.0,24.0,24.0,25.0,18.0,15.0,17.0,26.0,47
1.0,21.4,19.0,10.0,10.0,20.0,20.0,20.0,13.0,13.0,10.0,22.0,38
1.0,11.0,20.0,12.0,13.0,24.0,25.0,27.0,16.0,18.0,10.0,31.0,53
1.0,21.4,20.0,13.0,10.0,20.0,25.0,24.0,16.0,23.0,18.0,21.0,44
2.0,10.0,24.0,13.0,10.0,25.0,27.0,26.0,20.0,16.0,15.0,26.0,47
1.0,11.0,21.0,13.0,12.0,23.0,20.0,25.0,13.0,19.0,25.0,23.0,38
1.0,13.0,20.0,19.0,15.0,22.0,20.0,26.0,18.0,15.0,10.0,25.0,49
1.0,21.4,18.0,14.0,11.0,20.0,23.0,22.0,13.0,19.0,25.0,23.0,46
2.0,10.0,20.0,11.0,15.0,20.0,23.0,27.0,22.0,19.0,15.0,27.0,47
2.0,13.0,21.0,10.0,11.0,24.0,21.0,23.0,13.0,15.0,10.0,28.0,54
2.0,12.0,21.0,15.0,12.0,27.0,22.0,24.0,14.0,16.0,11.0,27.0,56
1.0,21.4,20.0,13.0,11.0,21.0,22.0,11.0,17.0,16.0,15.0,25.0,46
1.0,11.0,19.0,10.0,11.0,24.0,25.0,20.0,17.0,18.0,10.0,22.0,38
2.0,21.4,20.0,13.0,11.0,20.0,23.0,12.0,18.0,17.0,15.0,26.0,38
1.0,21.4,20.0,12.0,10.0,24.0,24.0,11.0,13.0,13.0,11.0,22.0,47
2.0,21.4,22.0,15.0,10.0,10.0,18.0,21.0,22.0,14.0,10.0,23.0,29
1.0,11.0,21.0,13.0,12.0,20.0,16.0,20.0,16.0,19.0,15.0,27.0,29
1.5,21.4,20.0,13.0,11.0,21.0,24.0,11.0,22.0,14.0,15.0,25.0,44
2.0,12.0,21.0,15.0,12.0,24.0,26.0,28.0,18.0,17.0,24.0,28.0,47
2.0,11.0,21.0,13.0,13.0,21.0,22.0,15.0,21.0,25.0,25.0,27.0,54
1.0,21.4,22.0,15.0,10.0,18.0,21.0,22.0,19.0,26.0,15.0,27.0,44
2.0,21.4,20.0,13.0,10.0,20.0,25.0,24.0,16.0,23.0,16.0,21.0,44
1.0,21.4,18.0,11.0,15.2,20.0,12.0,24.0,17.0,15.0,16.0,23.0,44
1.0,21.4,21.0,15.0,19.0,19.0,23.0,23.0,20.0,14.0,17.0,20.0,37
1.0,21.4,21.0,15.0,15.2,18.0,21.0,21.0,19.0,12.0,13.0,23.0,41
2.0,21.4,20.0,11.0,11.0,22.0,22.0,22.0,16.0,12.0,12.0,22.0,39
2.0,21.4,20.0,12.0,10.0,20.0,21.0,23.0,18.0,16.0,14.0,19.0,30
2.0,21.4,20.0,11.0,10.0,21.0,21.0,20.0,20.0,13.0,13.0,22.0,32
1.0,21.4,21.0,11.0,11.0,22.0,22.0,21.0,19.0,13.0,12.0,21.0,32
2.0,21.4,21.0,11.0,11.0,20.0,22.0,23.0,18.0,12.0,11.0,22.0,30
2.0,21.4,20.0,13.0,11.0,21.0,22.0,24.0,15.0,14.0,12.0,24.0,44
1.0,21.4,20.0,11.0,10.0,20.0,20.0,21.0,18.0,10.0,12.0,19.0,37
2.0,12.0,21.0,14.0,14.0,26.0,29.0,31.0,17.0,31.0,17.0,33.0,55
2.0,21.4,19.0,11.0,11.0,22.0,22.0,22.0,15.0,15.0,12.0,24.0,44
2.0,13.0,23.0,14.0,12.0,24.0,20.0,31.0,21.0,17.0,18.0,34.0,57
2.0,14.0,21.0,14.0,13.0,23.0,24.0,26.0,21.0,12.0,18.0,33.0,57
